2QBF2016/2QBF/tree-exa10-10.qdimacs,YES,YES,6.79779,0.191016,0.269466,0.282261,0.823789,56,1022,1.05869e+07,1022,1.05869e+07,2044,1.07239e+07,
Filename,Full,Partial,CompilationTime(ms),FullRealizabilityTime(ms),PartialRealizabilityTime(ms),RealizabilityTime(ms),SynthesisTime(ms),ZDDFormulaSize(nodes),CompPeakNode(nodes)CompPeakMemory(bytes),RealPeakNode(nodes),RealPeakMemory(bytes),RealPeakNode(nodes),RealPeakMemory(bytes) 
2QBF2016/2QBF/tree-exa10-10.qdimacs,YES,YES,6.96338,0.162343,0.251691,0.264077,0.91029,56,1022,1.05869e+07,1022,1.05869e+07,2044,1.07239e+07,
